corpus: preloaded/doaj_en
subcorpus: -
size: 10000
query: Query:[word="we"] []? [word="aimed|wanted"] [word="to"] [tag="VV"], Random sample:10000
PLoS ONE | <s> First, we wanted to represent a luminal (MCF7) and a basal-like (MDA-MB-231) breast cancer subtype [23], as these subtypes are known to be considerably different clinically and pathologically [23-25]. </s> 
PLoS ONE | <s> In addition we wanted to uncover whether there was a difference in hatching success levels and stage of death of embryos between remigrants and new nesters, and between females with different interclutch intervals. </s> 
Journal of Evolution of Medical and Dental Sciences | <s> OBJECTIVE: In this study, we aimed to investigate the effects of adding 1 μg/kg of dexmedetomidine to levobupivacaine for an axillary brachial plexus block to assess the onset and duration of sensory and motor block along with duration of analgesia in the postoperative period. </s> 
PLoS ONE | <s> Because speakers produce electromagnetic fields (EMFs) in addition to physical vibrations, we wanted to determine whether EMFs alone could be responsible for the effects we observed [57, 58,59,60]. </s> 
PLoS ONE | <s> We used this threshold for posterior probability of inclusion, recognizing that we wanted to include as many SNPs in the second step as possible, even if the posterior evidence is mildly in favor of noninclusion. </s> 
PLoS ONE | <s> Following these promising results in cell culture we wanted to explore whether betaine treatment could also increase protein secretion in vivo. </s> 
PLoS Pathogens | <s> In other words, we aimed to determine if the down-regulation of immune-related genes in the intestine provides an advantage to the host or to the pathogen. </s> 
PLoS ONE | <s> Initially, we wanted to separate the participants who succeeded in implicitly discriminating the 3 categories of writers (cluster 1) from those who did not (cluster 2). </s> 
PLoS ONE | <s> Finally, we wanted to know which sonified variable (instantaneous speed, supernumerary velocity peaks or instantaneous pressure) contributed the most to the discrimination judgment. </s> 
PLoS ONE | <s> Interaction of p53 with BCL2 -associated athanogene (BAG-2) is mediated through the MASD of p53 to abrogate deacetylation of p53 by SirT3 As a result of our studies to identify domains necessary for p53 to execute cell growth arrest in the EJ-p53 cell line (Fig. 5), we wanted to identify potential interacting partners for p53 through the mitchrondrial –associated senescence domain (MASD) of p53. </s> 
PLoS Biology | <s> Therefore, we wanted to explore whether a subset of the 410 loci with at least 2-fold H3K4me3 enrichment in human neurons are subject to species-specific epigenetic regulation in germ tissue. </s> 
PLoS Biology | <s> Next, we wanted to find out whether there is also evidence for more recent selective pressures at these loci. </s> 
Journal of Allergy | <s> In this study, we aimed to evaluate whether specific IgE/ total IgE levels can predict clinical improvement in monosensitized patients to house dust mite treated with immunotherapy. </s> 
PLoS ONE | <s> We measured the expression in multiple tissues because we wanted to assess not only the expression levels but also expression patterns in B cell subsets, with the expectation that if all important transcriptional control elements were contained in the BAC, then the expression pattern of the human MYC transgene would resemble that of endogenous c-Myc. </s> 
PLoS ONE | <s> Median, IQR and 90th centiles are shown as the preferred method for describing these skewed data, but comparisons across sub-groups are based on mean diagnostic interval (using linear regression models with diagnostic interval as the outcome and age, gender, and NICE status as predictors) as this was the parameter we wanted to make inferences for. </s> 
Journal of Evolution of Medical and Dental Sciences | <s> There is no gold standard treatment for patients with refractory rhinitis & surgeons may select a variety of procedures based on patient's anatomy, severity of disease & comorbidities.20But with rural patients being more predominant, cost being a major issues we wanted to try simpler methods which did not require sophisticated, costly instruments & one which could be easily done at lesser cost. </s> 
PLoS Genetics | <s> However, given that we see both small and large changes in plasmid size over the short evolution experiments (Fig 5A and 5B right; and see below), we wanted to determine whether the entire, unrearranged plasmid had integrated into the genome, by determining whether each of the palindromic junctions in the dimeric inverted plasmid were also present in the clone from transformant #7. </s> 
PLoS ONE | <s> As both methods outlined here are able to investigate individual molecules of different types we wanted to combine in situ PLA and padlock probes for detection of individual protein modifications and mRNA molecules to provide an assay to measure activity at different positions in the signaling pathway, giving a more coherent view on the status of individual cells. </s> 
PLoS ONE | <s> In this work, we aimed to identify mechanisms and markers of efficacy for GDC-0980 by utilizing 3D models of mesothelioma, both in vitro multicellular spheroids and ex vivo tumor fragment spheroids grown from patient tumor samples. </s> 
PLoS ONE | <s> With the recent development of dual inhibitors, we wanted to investigate the therapeutic advances of these new compounds by testing them in our 3D models. </s> 
PLoS ONE | <s> Next, we wanted to know if the more complex tumor fragment spheroids would show a similar relationship between response to GDC-0980 and baseline activation of the PI3K/Akt pathway; hence, we measured P-AktSer473 levels in the 21 tumor fragment spheroids shown to be sensitive or resistant to GDC-0980 (see Fig 2). </s> 
Frontiers in Computational Neuroscience | <s> Moreover, we wanted to explore systematically the dimensionality of different types of generators, i.e., generators capturing shared structure in the spatial–across joints or muscles–, temporal, and spatiotemporal dimensions. </s> 
PLoS ONE | <s> Here we wanted to test whether the provision of overt CD40 signaling using the agonistic anti-CD40 mAb (FGK4.5) would enhance the protective immunity of memory CD8+ T cells induced during VSV infection. </s> 
PLoS ONE | <s> Next we wanted to assess whether those memory CD8+ T cells could now afford protective immunity against LM-ova infection; thus, mice were challenged with 56105 CFU of LM-ova and three days later bacterial burden in the </s> 
